timestamp,emotion,confidence,face_id
2025-04-12 22:22:39.692,neutral,0.4384,face_1
2025-04-12 22:22:39.694,neutral,0.6686,face_1
2025-04-12 22:22:39.696,neutral,0.7259,face_1
2025-04-12 22:22:40.090,happy,0.7446,face_1
2025-04-12 22:22:40.833,happy,0.702,face_1
2025-04-12 22:22:41.861,neutral,0.5325,face_1
2025-04-12 22:22:43.252,happy,0.6726,face_1
2025-04-12 22:22:43.923,happy,0.3582,face_1
2025-04-12 22:22:44.912,surprised,0.439,face_1
2025-04-12 22:22:46.293,neutral,0.4552,face_1
2025-04-12 22:22:46.947,neutral,0.3294,face_1
2025-04-12 22:22:48.266,fear,0.2983,face_1
2025-04-12 22:22:48.964,neutral,0.4094,face_1
2025-04-12 22:22:50.294,fear,0.3331,face_1
2025-04-12 22:22:50.965,fear,0.3339,face_1
2025-04-12 22:22:52.282,neutral,0.3801,face_1
2025-04-12 22:22:52.982,neutral,0.7295,face_1
2025-04-12 22:22:54.287,neutral,0.6638,face_1
2025-04-12 22:22:54.957,neutral,0.4879,face_1
2025-04-12 22:22:56.265,neutral,0.7831,face_1
2025-04-12 22:22:56.997,surprised,0.439,face_1
2025-04-12 22:22:58.377,fear,0.8306,face_1
2025-04-12 22:22:58.980,fear,0.799,face_1
2025-04-12 22:23:00.276,fear,0.6899,face_1
2025-04-12 22:23:01.058,sad,0.8931,face_1
2025-04-12 22:23:01.058,surprised,0.7542,face_2
2025-04-12 22:23:01.967,anger,0.4439,face_1
2025-04-12 22:23:03.215,neutral,0.3867,face_1
2025-04-12 22:23:03.916,neutral,0.5885,face_1
2025-04-12 22:23:05.228,surprised,0.6292,face_1
2025-04-12 22:23:05.970,fear,0.41,face_1
2025-04-12 22:23:05.970,surprised,0.5938,face_2
2025-04-12 22:23:07.186,fear,0.4872,face_1
2025-04-12 22:23:07.865,surprised,0.5172,face_1
2025-04-12 22:23:09.144,neutral,0.562,face_1
2025-04-12 22:23:09.827,neutral,0.6959,face_1
2025-04-12 22:23:11.112,neutral,0.642,face_1
2025-04-12 22:23:11.910,sad,0.8672,face_1
2025-04-12 22:23:11.910,neutral,0.465,face_2
2025-04-12 22:23:12.791,neutral,0.9745,face_1
2025-04-12 22:23:14.100,neutral,0.9197,face_1
2025-04-12 22:23:14.807,neutral,0.8776,face_1
2025-04-12 22:23:16.117,neutral,0.7402,face_1
2025-04-12 22:23:16.744,neutral,0.895,face_1
2025-04-12 22:23:18.079,neutral,0.9515,face_1
2025-04-12 22:23:18.749,neutral,0.8803,face_1
2025-04-12 22:23:20.022,neutral,0.8623,face_1
2025-04-12 22:23:20.708,neutral,0.8873,face_1
2025-04-12 22:23:22.046,neutral,0.7387,face_1
2025-04-12 22:23:22.724,neutral,0.81,face_1
2025-04-12 22:23:23.999,neutral,0.7734,face_1
2025-04-12 22:23:24.678,neutral,0.8852,face_1
2025-04-12 22:23:25.987,neutral,0.729,face_1
2025-04-12 22:23:27.226,neutral,0.835,face_1
2025-04-12 22:23:28.542,neutral,0.8802,face_1
2025-04-12 22:23:29.195,neutral,0.8144,face_1
2025-04-12 22:23:30.489,surprised,0.6865,face_1
2025-04-12 22:23:31.206,surprised,0.5122,face_1
