timestamp,emotion,confidence,face_id
2025-04-12 21:38:10.940,surprised,0.7255,face_1
2025-04-12 21:38:10.940,neutral,0.9492,face_1
2025-04-12 21:38:10.941,neutral,0.5853,face_1
2025-04-12 21:38:11.780,neutral,0.8541,face_1
2025-04-12 21:38:12.462,happy,0.5544,face_1
2025-04-12 21:38:13.781,neutral,0.7587,face_1
2025-04-12 21:38:14.442,neutral,0.9274,face_1
2025-04-12 21:38:15.739,neutral,0.8465,face_1
2025-04-12 21:38:16.406,neutral,0.8049,face_1
2025-04-12 21:38:17.740,happy,0.6746,face_1
2025-04-12 21:38:18.441,happy,0.79,face_1
2025-04-12 21:38:19.733,neutral,0.9796,face_1
2025-04-12 21:38:20.428,happy,0.552,face_1
2025-04-12 21:38:21.721,neutral,0.4983,face_1
2025-04-12 21:38:22.421,surprised,0.9704,face_1
2025-04-12 21:38:23.738,surprised,0.9816,face_1
2025-04-12 21:38:24.447,surprised,0.9927,face_1
2025-04-12 21:38:25.790,neutral,0.5855,face_1
2025-04-12 21:38:26.751,neutral,0.428,face_1
2025-04-12 21:38:26.751,sad,0.8107,face_2
2025-04-12 21:38:26.751,happy,0.6153,face_3
2025-04-12 21:38:26.751,anger,0.4899,face_4
2025-04-12 21:38:27.850,neutral,0.3616,face_1
2025-04-12 21:38:28.599,happy,0.541,face_1
2025-04-12 21:38:28.599,sad,0.8615,face_2
2025-04-12 21:38:28.599,sad,0.4729,face_3
2025-04-12 21:38:29.980,fear,0.8052,face_1
2025-04-12 21:38:29.980,happy,0.408,face_2
2025-04-12 21:38:29.980,sad,0.8444,face_3
2025-04-12 21:38:30.521,neutral,0.5815,face_1
2025-04-12 21:38:31.905,happy,0.4487,face_1
2025-04-12 21:38:31.905,sad,0.784,face_2
2025-04-12 21:38:32.701,neutral,0.3782,face_1
2025-04-12 21:38:32.701,sad,0.7704,face_2
2025-04-12 21:38:32.701,anger,0.4913,face_3
2025-04-12 21:38:32.701,happy,0.6169,face_4
2025-04-12 21:38:34.046,sad,0.8095,face_1
2025-04-12 21:38:34.046,neutral,0.4255,face_2
2025-04-12 21:38:34.046,anger,0.5753,face_3
2025-04-12 21:38:34.046,happy,0.8396,face_4
2025-04-12 21:38:34.555,neutral,0.6951,face_1
2025-04-12 21:38:35.901,sad,0.8336,face_1
2025-04-12 21:38:36.591,sad,0.9174,face_1
2025-04-12 21:38:36.591,sad,0.3871,face_2
2025-04-12 21:38:38.045,sad,0.875,face_1
2025-04-12 21:38:38.045,sad,0.6006,face_2
2025-04-12 21:38:38.045,neutral,0.3821,face_3
2025-04-12 21:38:38.045,sad,0.8313,face_4
2025-04-12 21:38:38.045,happy,0.6643,face_5
2025-04-12 21:38:38.485,neutral,0.9607,face_1
2025-04-12 21:38:39.814,neutral,0.9262,face_1
2025-04-12 21:38:40.453,surprised,0.7752,face_1
2025-04-12 21:38:41.799,surprised,0.544,face_1
2025-04-12 21:38:42.472,neutral,0.8844,face_1
2025-04-12 21:38:43.812,fear,0.4304,face_1
2025-04-12 21:38:44.502,fear,0.5029,face_1
2025-04-12 21:38:45.771,neutral,0.482,face_1
