timestamp,emotion,confidence,face_id
2025-04-12 21:54:07.705,surprised,0.9804,face_1
2025-04-12 21:54:07.718,surprised,0.6494,face_1
2025-04-12 21:54:07.719,neutral,0.7809,face_1
2025-04-12 21:54:08.172,surprised,0.9725,face_1
2025-04-12 21:54:09.157,surprised,0.9204,face_1
2025-04-12 21:54:09.857,surprised,0.9873,face_1
2025-04-12 21:54:11.155,surprised,0.9692,face_1
2025-04-12 21:54:11.847,surprised,0.9734,face_1
2025-04-12 21:54:13.162,surprised,0.9318,face_1
2025-04-12 21:54:13.837,surprised,0.9774,face_1
2025-04-12 21:54:15.206,surprised,0.8536,face_1
2025-04-12 21:54:15.817,surprised,0.8474,face_1
2025-04-12 21:54:17.132,surprised,0.703,face_1
2025-04-12 21:54:17.825,surprised,0.7751,face_1
2025-04-12 21:54:19.100,surprised,0.7448,face_1
2025-04-12 21:54:19.778,surprised,0.5285,face_1
2025-04-12 21:54:21.086,surprised,0.557,face_1
2025-04-12 21:54:21.788,surprised,0.4177,face_1
2025-04-12 21:54:23.095,surprised,0.8417,face_1
2025-04-12 21:54:24.098,anger,0.5072,face_1
2025-04-12 21:54:25.056,surprised,0.4347,face_1
2025-04-12 21:54:25.717,surprised,0.6413,face_1
2025-04-12 21:54:27.049,surprised,0.7946,face_1
2025-04-12 21:54:27.727,neutral,0.7895,face_1
2025-04-12 21:54:29.143,surprised,0.5295,face_1
2025-04-12 21:54:29.687,neutral,0.409,face_1
2025-04-12 21:54:31.474,surprised,0.6646,face_1
2025-04-12 21:54:32.083,surprised,0.8195,face_1
2025-04-12 21:54:33.466,surprised,0.5689,face_1
2025-04-12 21:54:34.054,surprised,0.78,face_1
2025-04-12 21:54:35.358,surprised,0.6231,face_1
2025-04-12 21:54:36.040,surprised,0.7392,face_1
2025-04-12 21:54:37.376,neutral,0.4275,face_1
2025-04-12 21:54:38.086,happy,0.6811,face_1
2025-04-12 21:54:39.027,happy,0.6059,face_1
2025-04-12 21:54:40.049,happy,0.3893,face_1
2025-04-12 21:54:41.022,anger,0.3837,face_1
2025-04-12 21:54:42.050,surprised,0.6943,face_1
2025-04-12 21:54:43.289,surprised,0.6251,face_1
2025-04-12 21:54:43.939,surprised,0.4476,face_1
2025-04-12 21:54:45.234,surprised,0.6865,face_1
2025-04-12 21:54:45.921,surprised,0.434,face_1
2025-04-12 21:54:47.227,happy,0.7512,face_1
2025-04-12 21:54:47.896,happy,0.9543,face_1
2025-04-12 21:54:48.921,happy,0.8734,face_1
2025-04-12 21:54:49.881,neutral,0.5269,face_1
2025-04-12 21:54:51.265,neutral,0.5561,face_1
2025-04-12 21:54:51.894,neutral,0.8594,face_1
2025-04-12 21:54:53.160,fear,0.2963,face_1
2025-04-12 21:54:53.827,surprised,0.2959,face_1
2025-04-12 21:54:55.142,surprised,0.4773,face_1
2025-04-12 21:54:55.784,surprised,0.3531,face_1
