start_time,end_time,duration
2025-04-11 15:48:13.906,2025-04-11 15:48:14.361,0.45
2025-04-11 15:48:23.398,2025-04-11 15:48:27.500,4.1
2025-04-11 15:48:28.893,2025-04-11 15:48:31.207,2.31
2025-04-11 15:48:36.306,2025-04-11 15:48:40.227,3.92
2025-04-11 15:48:41.380,2025-04-11 15:48:48.069,6.69
2025-04-11 15:48:49.027,2025-04-11 15:48:52.218,3.19
